,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
3980,61,housemaid,married,primary,no,2580,no,no,cellular,16,sep,3,202,7,other,yes
8233,33,management,married,tertiary,no,0,yes,no,cellular,28,jul,3,-1,0,unknown,no
6542,53,blue-collar,divorced,primary,no,4222,no,no,unknown,9,jun,1,-1,0,unknown,no
2631,34,services,single,secondary,no,528,yes,no,cellular,2,sep,3,100,5,other,yes
4862,25,student,single,secondary,no,108,no,no,cellular,29,apr,3,-1,0,unknown,yes
9158,26,unemployed,married,secondary,no,285,yes,no,cellular,6,may,2,342,2,failure,no
1568,33,management,single,tertiary,no,6807,no,no,cellular,20,apr,1,-1,0,unknown,yes
499,46,housemaid,divorced,primary,no,2084,yes,no,cellular,18,jul,2,-1,0,unknown,yes
2691,49,technician,divorced,tertiary,no,596,yes,no,telephone,15,sep,1,-1,0,unknown,yes
1579,26,student,single,tertiary,no,10086,no,no,cellular,21,apr,2,-1,0,unknown,yes
3780,54,management,married,tertiary,no,752,no,no,telephone,29,jul,5,491,4,other,yes
5963,49,retired,married,primary,no,-37,no,no,unknown,4,jul,2,-1,0,unknown,no
1612,35,management,married,tertiary,no,8,no,no,cellular,23,apr,3,-1,0,unknown,yes
8398,32,technician,married,secondary,no,4790,yes,no,cellular,22,jul,2,-1,0,unknown,no
85,27,technician,single,tertiary,no,3706,yes,no,unknown,16,may,1,-1,0,unknown,yes
1737,61,retired,divorced,secondary,no,927,no,no,cellular,30,apr,3,-1,0,unknown,yes
6328,35,self-employed,married,secondary,no,524,yes,no,cellular,21,nov,4,-1,0,unknown,no
6738,48,blue-collar,married,secondary,no,3776,no,no,telephone,4,may,4,-1,0,unknown,no
4063,52,technician,married,secondary,no,371,yes,yes,cellular,21,oct,1,183,3,success,yes
2102,43,management,divorced,unknown,no,7702,no,no,cellular,22,may,1,95,2,success,yes
8760,53,housemaid,married,primary,no,0,no,no,unknown,24,jun,8,-1,0,unknown,no
9260,44,blue-collar,married,secondary,no,3060,yes,no,cellular,20,nov,1,189,2,failure,no
856,32,management,single,tertiary,no,1882,no,no,cellular,25,aug,5,-1,0,unknown,yes
1701,32,management,married,tertiary,no,4733,no,no,cellular,30,apr,1,-1,0,unknown,yes
6576,31,technician,married,secondary,no,106,yes,no,unknown,13,may,13,-1,0,unknown,no
3049,20,student,single,unknown,no,755,no,no,cellular,29,dec,1,-1,0,unknown,yes
5456,43,services,single,secondary,no,550,yes,no,cellular,13,may,2,-1,0,unknown,no
1210,39,services,married,tertiary,no,1493,no,no,cellular,9,feb,3,-1,0,unknown,yes
2323,27,management,single,tertiary,no,20585,no,no,cellular,15,jun,1,-1,0,unknown,yes
475,43,blue-collar,married,secondary,no,184,no,yes,cellular,16,jul,11,-1,0,unknown,yes
3725,46,admin.,married,secondary,no,5021,no,no,cellular,15,jul,1,182,1,success,yes
7125,54,technician,divorced,tertiary,no,2133,no,no,cellular,18,nov,1,-1,0,unknown,no
7346,42,admin.,single,secondary,no,30,yes,no,cellular,4,feb,1,266,3,failure,no
1763,33,technician,married,secondary,no,2044,yes,no,cellular,4,may,3,-1,0,unknown,yes
6146,42,unemployed,married,primary,yes,-581,yes,no,cellular,13,may,1,370,2,failure,no
8622,32,unemployed,married,secondary,no,2996,yes,no,unknown,19,may,1,-1,0,unknown,no
824,42,technician,divorced,secondary,no,19,no,no,cellular,20,aug,4,-1,0,unknown,yes
2437,57,services,single,secondary,no,0,no,no,cellular,6,aug,1,-1,0,unknown,yes
9752,31,management,divorced,tertiary,no,883,yes,no,cellular,19,nov,1,-1,0,unknown,no
1571,33,technician,married,secondary,no,1968,yes,no,cellular,20,apr,3,-1,0,unknown,yes
1640,45,management,married,tertiary,no,242,no,no,cellular,30,apr,1,-1,0,unknown,yes
7940,57,retired,married,secondary,no,0,yes,no,cellular,5,may,1,363,4,failure,no
3615,37,admin.,married,tertiary,no,3221,no,no,cellular,15,jun,2,376,13,other,yes
2076,30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,2,-1,0,unknown,yes
599,48,housemaid,married,secondary,no,513,no,yes,cellular,28,jul,3,-1,0,unknown,yes
4755,21,student,single,primary,no,423,no,no,telephone,18,jan,5,285,5,success,yes
2620,52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,1,474,1,failure,yes
1752,33,technician,married,secondary,no,133,no,no,cellular,4,may,1,-1,0,unknown,yes
3506,54,management,married,tertiary,no,1624,no,no,cellular,12,may,3,182,10,success,yes
10463,52,housemaid,married,primary,no,135,no,no,cellular,8,aug,9,-1,0,unknown,no
9791,59,technician,married,secondary,no,316,no,no,cellular,14,aug,4,-1,0,unknown,no
7728,33,entrepreneur,married,tertiary,no,606,yes,no,cellular,2,feb,1,-1,0,unknown,no
7069,56,services,married,secondary,no,9,no,yes,cellular,20,aug,2,-1,0,unknown,no
5181,31,blue-collar,married,secondary,no,3311,yes,no,unknown,20,may,1,-1,0,unknown,yes
1351,47,blue-collar,married,secondary,no,238,yes,yes,cellular,13,mar,1,-1,0,unknown,yes
4825,57,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,10,-1,0,unknown,yes
9500,39,services,married,secondary,no,304,yes,yes,unknown,9,may,1,-1,0,unknown,no
152,25,blue-collar,married,secondary,no,97,yes,no,unknown,27,may,1,-1,0,unknown,yes
4042,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,1,183,4,success,yes
5384,56,management,married,tertiary,no,563,yes,no,cellular,6,may,2,168,1,failure,no
2586,29,management,single,tertiary,no,265,no,no,cellular,24,aug,2,94,1,success,yes
10615,40,blue-collar,married,secondary,no,1844,yes,no,cellular,11,may,1,-1,0,unknown,no
8118,31,technician,single,secondary,no,253,no,no,cellular,13,jan,1,-1,0,unknown,no
9738,58,management,married,tertiary,no,2261,yes,no,cellular,3,jun,1,391,1,failure,no
524,55,housemaid,married,secondary,no,127,yes,no,telephone,21,jul,8,-1,0,unknown,yes
10911,33,technician,married,secondary,no,348,yes,no,cellular,7,may,2,294,1,success,no
8945,26,technician,single,tertiary,no,192,yes,no,unknown,15,may,1,-1,0,unknown,no
6129,36,admin.,married,secondary,no,898,no,no,cellular,15,jul,5,-1,0,unknown,no
8012,46,blue-collar,married,primary,no,-44,no,yes,telephone,22,aug,13,-1,0,unknown,no
92,31,admin.,married,secondary,no,97,yes,no,unknown,19,may,1,-1,0,unknown,yes
5026,35,admin.,married,tertiary,no,286,no,no,cellular,30,apr,2,-1,0,unknown,yes
3226,37,management,married,tertiary,no,2987,yes,no,cellular,15,feb,1,91,9,failure,yes
6723,45,admin.,divorced,unknown,no,857,no,no,telephone,8,jul,7,-1,0,unknown,no
7296,37,services,single,secondary,no,608,no,no,cellular,14,may,3,-1,0,unknown,no
3131,66,retired,married,primary,no,3629,no,no,cellular,2,feb,1,172,2,other,yes
6196,40,technician,married,secondary,no,192,yes,yes,cellular,15,may,8,351,5,failure,no
5819,28,management,single,tertiary,no,385,no,yes,cellular,9,feb,4,193,7,failure,no
7419,36,entrepreneur,married,secondary,no,546,no,no,cellular,9,feb,3,-1,0,unknown,no
5671,52,blue-collar,married,primary,no,1624,no,no,unknown,20,jun,3,-1,0,unknown,no
43,36,blue-collar,married,secondary,no,1165,yes,no,unknown,13,may,4,-1,0,unknown,yes
7935,34,management,single,tertiary,no,416,no,no,cellular,14,aug,4,-1,0,unknown,no
406,29,admin.,divorced,tertiary,yes,0,no,yes,cellular,9,jul,3,-1,0,unknown,yes
8039,38,technician,single,secondary,no,1655,no,no,cellular,29,jul,2,-1,0,unknown,no
259,37,services,divorced,secondary,no,319,yes,no,unknown,6,jun,3,-1,0,unknown,yes
4429,23,technician,single,secondary,no,598,no,no,cellular,11,nov,1,195,1,failure,yes
2199,40,unemployed,single,tertiary,no,7968,no,no,cellular,2,jun,1,-1,0,unknown,yes
2915,31,management,single,tertiary,no,533,no,no,cellular,12,nov,3,93,6,success,yes
8387,31,technician,married,secondary,no,-160,yes,no,cellular,14,jul,6,-1,0,unknown,no
7855,44,technician,married,secondary,no,7649,no,no,cellular,20,aug,6,-1,0,unknown,no
5982,30,admin.,single,secondary,no,613,yes,no,cellular,17,apr,2,302,1,failure,no
6040,33,admin.,single,secondary,no,598,yes,no,unknown,28,may,1,-1,0,unknown,no
3801,63,management,married,tertiary,no,2785,no,no,cellular,2,aug,2,392,3,success,yes
7871,26,technician,single,secondary,no,218,yes,no,unknown,27,may,1,-1,0,unknown,no
10746,43,services,divorced,secondary,no,313,yes,no,cellular,8,may,2,-1,0,unknown,no
10314,58,management,married,tertiary,no,287,yes,no,cellular,21,aug,8,-1,0,unknown,no
2025,26,student,single,secondary,no,864,yes,no,cellular,15,may,1,-1,0,unknown,yes
3741,45,management,married,tertiary,no,31472,no,no,cellular,19,jul,7,-1,0,unknown,yes
1539,38,admin.,married,secondary,no,0,yes,yes,cellular,17,apr,2,-1,0,unknown,yes
6172,28,management,single,secondary,no,-994,yes,yes,cellular,18,jul,2,-1,0,unknown,no
8300,35,technician,single,secondary,no,183,no,no,cellular,1,sep,2,130,2,failure,no
10211,51,blue-collar,married,secondary,no,700,no,no,cellular,8,aug,4,-1,0,unknown,no
6105,56,retired,married,secondary,no,74,yes,no,unknown,26,may,2,-1,0,unknown,no
9265,28,services,married,secondary,no,222,yes,no,unknown,29,may,23,-1,0,unknown,no
36,35,blue-collar,married,primary,no,414,no,no,unknown,13,may,4,-1,0,unknown,yes
1243,90,retired,divorced,secondary,no,1,no,no,cellular,13,feb,3,-1,0,unknown,yes
2672,32,admin.,single,secondary,no,555,yes,no,cellular,9,sep,1,-1,0,unknown,yes
10692,36,management,married,secondary,no,1898,yes,yes,unknown,30,may,1,-1,0,unknown,no
8638,36,technician,single,secondary,no,265,yes,yes,unknown,5,may,1,-1,0,unknown,no
8661,31,services,single,tertiary,no,1626,no,no,unknown,31,jul,1,-1,0,unknown,no
1745,40,management,married,tertiary,no,158,no,no,telephone,30,apr,2,-1,0,unknown,yes
5909,47,blue-collar,married,secondary,no,1536,yes,no,cellular,17,apr,1,301,4,other,no
10805,51,unknown,married,unknown,no,2642,no,no,cellular,29,jul,6,-1,0,unknown,no
4653,31,management,single,secondary,no,1088,yes,no,cellular,8,apr,2,-1,0,unknown,yes
9384,35,management,married,secondary,no,533,no,no,cellular,6,aug,12,-1,0,unknown,no
1728,55,admin.,married,secondary,no,139,no,no,cellular,30,apr,1,-1,0,unknown,yes
6210,33,blue-collar,married,secondary,no,0,yes,no,telephone,14,jul,3,-1,0,unknown,no
5452,30,management,single,tertiary,no,596,no,no,cellular,4,jun,2,-1,0,unknown,no
6661,38,self-employed,married,secondary,no,215,yes,no,cellular,20,nov,1,167,1,failure,no
9667,56,retired,married,secondary,no,878,no,no,unknown,20,jun,3,-1,0,unknown,no
1360,30,management,married,tertiary,no,8089,yes,no,cellular,18,mar,2,294,2,failure,yes
5352,33,blue-collar,married,primary,no,934,yes,no,unknown,4,jun,2,-1,0,unknown,no
2072,32,blue-collar,single,primary,no,12198,yes,no,cellular,18,may,1,-1,0,unknown,yes
8989,34,unemployed,married,secondary,no,428,yes,no,cellular,7,apr,2,267,3,other,no
2614,39,blue-collar,single,primary,no,24277,no,no,cellular,28,aug,1,-1,0,unknown,yes
2195,34,management,married,tertiary,no,611,no,no,cellular,2,jun,1,-1,0,unknown,yes
690,45,management,divorced,tertiary,no,1,no,no,cellular,6,aug,2,-1,0,unknown,yes
7387,46,blue-collar,married,primary,no,-29,yes,no,unknown,12,may,1,-1,0,unknown,no
10230,59,management,divorced,tertiary,no,81,no,no,cellular,26,may,1,-1,0,unknown,no
6309,36,services,married,secondary,no,1746,yes,no,cellular,7,apr,1,316,1,failure,no
6788,48,services,married,secondary,no,127,no,no,cellular,8,jul,1,-1,0,unknown,no
1762,60,technician,married,secondary,no,316,no,no,cellular,4,may,2,263,4,failure,yes
11010,55,unemployed,married,primary,no,8585,no,no,telephone,28,jan,2,-1,0,unknown,no
6001,31,management,single,tertiary,no,424,no,yes,cellular,7,aug,2,-1,0,unknown,no
5021,46,admin.,married,secondary,no,974,no,no,cellular,5,jun,2,80,1,success,yes
7753,30,blue-collar,single,secondary,no,1012,yes,no,cellular,17,apr,3,329,1,failure,no
1877,39,blue-collar,married,secondary,no,785,yes,no,cellular,11,may,2,-1,0,unknown,yes
1691,53,services,married,secondary,no,341,no,no,cellular,30,apr,2,-1,0,unknown,yes
10090,57,retired,married,secondary,no,485,no,no,cellular,2,feb,2,187,2,failure,no
1116,55,technician,married,secondary,yes,-308,no,no,cellular,2,feb,1,-1,0,unknown,yes
9576,37,blue-collar,married,secondary,no,288,yes,no,cellular,5,may,6,-1,0,unknown,no
7193,30,technician,single,secondary,no,194,no,yes,cellular,27,aug,3,-1,0,unknown,no
10984,55,blue-collar,married,primary,no,3297,yes,yes,telephone,30,apr,1,-1,0,unknown,no
1482,33,admin.,married,secondary,no,855,no,no,cellular,15,apr,1,-1,0,unknown,yes
3559,59,management,married,primary,no,1727,no,no,telephone,25,may,4,358,2,failure,yes
9542,30,self-employed,single,secondary,no,1031,no,no,unknown,20,oct,1,-1,0,unknown,no
7656,35,blue-collar,married,primary,no,624,yes,no,unknown,7,may,1,-1,0,unknown,no
7741,56,technician,married,tertiary,no,1476,no,no,telephone,31,jul,3,-1,0,unknown,no
2236,29,management,single,tertiary,no,637,yes,no,cellular,3,jun,1,119,1,failure,yes
9939,44,entrepreneur,married,secondary,no,320,yes,yes,cellular,5,feb,3,234,2,other,no
1589,30,blue-collar,single,unknown,no,6281,no,no,cellular,21,apr,2,-1,0,unknown,yes
3125,56,retired,divorced,primary,no,694,no,no,cellular,29,jan,1,102,1,other,yes
9733,30,blue-collar,married,secondary,no,2850,no,no,unknown,8,may,2,-1,0,unknown,no
9864,30,technician,married,secondary,no,394,no,no,cellular,22,aug,13,-1,0,unknown,no
4188,60,unemployed,married,primary,no,0,no,no,cellular,22,jul,1,412,1,other,yes
9553,43,admin.,single,secondary,no,6,no,no,cellular,4,feb,1,264,1,failure,no
5297,54,technician,married,tertiary,yes,337,yes,no,unknown,28,may,2,-1,0,unknown,no
11095,31,blue-collar,married,primary,no,50,yes,no,unknown,8,may,2,-1,0,unknown,no
4457,35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,2,141,3,failure,yes
3759,35,management,married,tertiary,no,4124,yes,no,cellular,23,jul,2,445,7,other,yes
9352,37,blue-collar,married,secondary,no,342,yes,no,cellular,12,may,2,175,1,failure,no
1633,72,self-employed,married,tertiary,no,132,no,no,cellular,27,apr,1,-1,0,unknown,yes
519,51,management,married,tertiary,no,2455,yes,no,cellular,21,jul,1,-1,0,unknown,yes
11111,42,blue-collar,married,primary,no,784,no,no,cellular,28,apr,3,-1,0,unknown,no
2744,25,technician,single,secondary,no,139,no,yes,cellular,12,oct,1,-1,0,unknown,yes
2268,35,blue-collar,married,secondary,no,563,no,yes,cellular,4,jun,1,119,3,failure,yes
6583,54,self-employed,married,tertiary,no,368,no,no,telephone,31,jul,4,-1,0,unknown,no
4951,22,student,single,secondary,no,71,no,no,cellular,13,jul,1,181,2,success,yes
9771,59,management,divorced,tertiary,no,0,yes,no,cellular,31,jul,8,-1,0,unknown,no
733,30,management,married,tertiary,no,131,yes,no,cellular,11,aug,6,-1,0,unknown,yes
4739,40,blue-collar,divorced,secondary,no,973,no,no,cellular,14,may,1,-1,0,unknown,yes
7858,35,technician,single,secondary,no,365,yes,no,unknown,8,may,2,-1,0,unknown,no
4570,51,management,married,tertiary,no,346,no,no,cellular,12,nov,2,192,3,failure,yes
2507,45,unemployed,divorced,primary,yes,11,no,no,cellular,13,aug,5,-1,0,unknown,yes
8856,40,blue-collar,divorced,primary,no,737,yes,yes,unknown,12,may,1,-1,0,unknown,no
2105,29,management,single,tertiary,no,428,no,no,cellular,22,may,2,-1,0,unknown,yes
5155,45,blue-collar,single,secondary,no,0,no,no,cellular,5,aug,2,472,1,success,yes
4911,34,admin.,married,secondary,no,48,yes,no,cellular,7,may,2,287,3,other,yes
2501,33,blue-collar,single,secondary,no,498,no,no,cellular,12,aug,2,104,1,success,yes
7870,32,admin.,single,secondary,no,223,yes,yes,unknown,27,may,4,-1,0,unknown,no
4066,48,admin.,married,secondary,no,50,no,yes,cellular,21,oct,1,-1,0,unknown,yes
3887,42,admin.,divorced,secondary,no,2129,no,no,cellular,13,aug,1,182,2,other,yes
8395,47,blue-collar,married,secondary,no,4840,no,no,unknown,16,jun,1,-1,0,unknown,no
10330,38,management,single,tertiary,no,427,yes,no,cellular,6,may,3,169,2,failure,no
9561,30,technician,single,secondary,no,925,no,no,cellular,20,nov,1,-1,0,unknown,no
10954,30,management,single,tertiary,no,726,yes,no,cellular,16,apr,1,342,3,failure,no
1675,24,management,single,tertiary,no,2845,no,no,cellular,30,apr,2,-1,0,unknown,yes
9245,32,entrepreneur,single,tertiary,no,7641,yes,yes,cellular,21,nov,10,-1,0,unknown,no
9725,48,management,divorced,tertiary,no,148,no,no,cellular,12,aug,2,-1,0,unknown,no
6995,35,technician,single,tertiary,no,0,yes,no,telephone,28,aug,2,-1,0,unknown,no
8947,41,blue-collar,married,secondary,no,2157,yes,no,unknown,14,may,2,-1,0,unknown,no
7817,44,self-employed,married,primary,no,414,yes,no,cellular,4,feb,1,272,2,other,no
5428,25,technician,single,secondary,no,1847,no,no,cellular,26,may,2,-1,0,unknown,no
2752,35,technician,single,tertiary,no,670,no,no,cellular,13,oct,2,-1,0,unknown,yes
6520,47,self-employed,married,tertiary,no,0,no,no,telephone,21,nov,1,-1,0,unknown,no
285,40,admin.,single,tertiary,no,1248,no,no,unknown,11,jun,2,-1,0,unknown,yes
7571,42,technician,divorced,secondary,no,305,yes,no,cellular,28,aug,4,-1,0,unknown,no
646,48,entrepreneur,married,tertiary,yes,-392,no,no,cellular,31,jul,4,-1,0,unknown,yes
708,57,technician,married,tertiary,no,6822,no,no,cellular,7,aug,2,-1,0,unknown,yes
3190,39,technician,divorced,secondary,no,902,yes,no,cellular,10,feb,2,180,5,failure,yes
7403,35,self-employed,single,tertiary,no,-30,no,no,cellular,4,feb,2,-1,0,unknown,no
6134,36,blue-collar,married,secondary,no,3463,yes,no,telephone,21,nov,4,-1,0,unknown,no
7981,55,services,single,secondary,no,1539,no,no,unknown,20,jun,2,-1,0,unknown,no
158,25,self-employed,single,secondary,no,1242,yes,no,unknown,28,may,2,-1,0,unknown,yes
5244,59,services,single,secondary,no,739,no,no,cellular,14,jan,1,-1,0,unknown,yes
1270,41,technician,divorced,secondary,no,4047,yes,no,cellular,18,feb,1,-1,0,unknown,yes
5585,34,management,single,tertiary,no,404,yes,no,cellular,5,feb,6,-1,0,unknown,no
7721,31,management,married,secondary,no,1064,no,no,telephone,20,nov,1,-1,0,unknown,no
3120,34,admin.,married,tertiary,no,0,no,no,cellular,28,jan,2,-1,0,unknown,yes
958,37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,18,nov,2,-1,0,unknown,yes
9705,51,self-employed,married,secondary,no,4920,no,no,telephone,2,jun,2,-1,0,unknown,no
8609,50,housemaid,married,tertiary,no,5260,yes,no,cellular,24,jul,2,-1,0,unknown,no
840,52,management,married,tertiary,no,1227,no,no,cellular,22,aug,4,-1,0,unknown,yes
11045,27,services,single,secondary,no,139,no,no,cellular,25,jul,3,-1,0,unknown,no
2719,57,management,married,tertiary,no,10583,no,no,cellular,28,sep,3,98,3,success,yes
9161,50,management,married,tertiary,yes,72,no,no,cellular,22,aug,13,-1,0,unknown,no
10589,32,management,single,tertiary,no,1966,no,no,cellular,18,aug,3,-1,0,unknown,no
3345,64,retired,married,primary,no,2140,no,no,cellular,16,mar,3,155,2,failure,yes
7079,42,blue-collar,married,secondary,no,879,yes,no,cellular,18,nov,1,-1,0,unknown,no
5354,27,housemaid,married,secondary,yes,65,yes,yes,cellular,17,jul,1,-1,0,unknown,no
10710,30,technician,single,secondary,no,133,yes,no,cellular,29,jan,2,-1,0,unknown,no
1635,35,blue-collar,married,secondary,no,149,yes,no,cellular,29,apr,3,349,1,other,yes
3212,26,unemployed,single,secondary,no,632,no,no,cellular,12,feb,1,-1,0,unknown,yes
10490,48,management,married,primary,no,1744,no,no,unknown,9,jun,1,-1,0,unknown,no
8179,41,services,married,secondary,no,205,yes,no,unknown,8,may,1,-1,0,unknown,no
6148,43,retired,married,primary,no,7298,no,no,unknown,11,jun,2,-1,0,unknown,no
6649,31,management,married,tertiary,no,40,no,no,cellular,2,feb,2,-1,0,unknown,no
9371,32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,1,-1,0,unknown,no
10005,28,technician,single,tertiary,no,558,yes,no,cellular,15,may,1,-1,0,unknown,no
6286,60,management,married,tertiary,no,553,yes,no,cellular,2,feb,1,210,3,success,no
9687,60,admin.,married,secondary,no,7336,no,no,cellular,31,mar,1,-1,0,unknown,no
6566,28,blue-collar,single,primary,no,431,yes,no,cellular,13,may,2,363,2,failure,no
7299,39,services,divorced,secondary,no,282,yes,no,cellular,17,jul,1,-1,0,unknown,no
6699,34,blue-collar,married,secondary,no,157,yes,no,cellular,11,jul,2,-1,0,unknown,no
8099,30,management,married,tertiary,no,2994,yes,no,cellular,26,mar,1,137,1,other,no
